name,filter_object,graphql_object
COMPOSED1,"{""value"": [{""value"": [{""value"": {""consortium"": {""__type"": ""OPTION"", ""selectedValues"": [""INRG""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""selectedValues"": [""INSTRuCT""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}], ""__type"": ""COMPOSED"", ""__combineMode"": ""OR""}, {""value"": {""sex"": {""__type"": ""OPTION"", ""selectedValues"": [""Male""]}, ""consortium"": {""__type"": ""OPTION"", ""selectedValues"": [""INRG""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}], ""__type"": ""COMPOSED"", ""__combineMode"": ""AND""}","{""AND"": [{""OR"": [{""AND"": [{""IN"": {""consortium"": [""INRG""]}}]}, {""AND"": [{""IN"": {""consortium"": [""INSTRuCT""]}}]}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""IN"": {""sex"": [""Male""]}}]}]}"
test3,"{""value"": {""sex"": {""__type"": ""OPTION"", ""selectedValues"": [""Male""]}, ""ethnicity"": {""__type"": ""OPTION"", ""selectedValues"": [""Not Hispanic or Latino""]}, ""consortium"": {""__type"": ""OPTION"", ""selectedValues"": [""INSTRuCT""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INSTRuCT""]}}, {""IN"": {""sex"": [""Male""]}}, {""IN"": {""ethnicity"": [""Not Hispanic or Latino""]}}]}"
xyz,"{""value"": {""sex"": {""__type"": ""OPTION"", ""selectedValues"": [""Female""]}, ""consortium"": {""__type"": ""OPTION"", ""selectedValues"": [""INRG""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""IN"": {""sex"": [""Female""]}}]}"
MYCN-yes,"{""value"": {""consortium"": {""__type"": ""OPTION"", ""selectedValues"": [""INRG""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""MYCN Amplification""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""MYCN Amplification""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}]}"
INRG Ganglioneuroblastoma all,"{""value"": {""consortium"": {""__type"": ""OPTION"", ""selectedValues"": [""INRG""]}, ""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Ganglioneuroblastoma, Intermixed (Schwannian Stroma-Rich)"", ""Ganglioneuroblastoma, Nodular (Composite)""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""histology"": [""Ganglioneuroblastoma, Intermixed (Schwannian Stroma-Rich)"", ""Ganglioneuroblastoma, Nodular (Composite)""]}}], ""path"": ""histologies""}}]}"
Composed2,"{""value"": [{""value"": {""consortium"": {""__type"": ""OPTION"", ""selectedValues"": [""INRG""]}, ""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""selectedValues"": [""INRG""]}, ""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Ganglioneuroblastoma, Intermixed (Schwannian Stroma-Rich)"", ""Ganglioneuroblastoma, Nodular (Composite)""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}], ""__type"": ""COMPOSED"", ""__combineMode"": ""AND""}","{""AND"": [{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""histology"": [""Ganglioneuroblastoma, Intermixed (Schwannian Stroma-Rich)"", ""Ganglioneuroblastoma, Nodular (Composite)""]}}], ""path"": ""histologies""}}]}]}"
Neuroblastoma,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}]}"
DaSH - INRG MYCN Amplified,"{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""MYCN Amplification""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""MYCN Amplification""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}]}"
Kirk-NBL-Histology,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}]}"
Kirk-11q-deletion,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""11q deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""11q deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}]}"
NODAL mixed cell,"{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""NODAL""]}, ""histologies.histology"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Hodgkin Lymphoma, Mixed Cellularity, NOS""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""NODAL""]}}, {""nested"": {""AND"": [{""IN"": {""histology"": [""Hodgkin Lymphoma, Mixed Cellularity, NOS""]}}], ""path"": ""histologies""}}]}"
INRG Neuroblastoma,"{""value"": {""consortium"": {""__type"": ""OPTION"", ""selectedValues"": [""INRG""]}, ""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}]}"
NBL 11q deletion,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""11q deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""11q deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}]}"
INRG Neuroblastoma and Ganglioneuroblastoma,"{""value"": {""consortium"": {""__type"": ""OPTION"", ""selectedValues"": [""INRG""]}, ""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)"", ""Ganglioneuroblastoma, Intermixed (Schwannian Stroma-Rich)"", ""Ganglioneuroblastoma, Nodular (Composite)""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)"", ""Ganglioneuroblastoma, Intermixed (Schwannian Stroma-Rich)"", ""Ganglioneuroblastoma, Nodular (Composite)""]}}], ""path"": ""histologies""}}]}"
NBL 1p deletion,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""1p deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality_result"": [""Present""]}}, {""IN"": {""molecular_abnormality"": [""1p deletion""]}}], ""path"": ""molecular_analysis""}}]}"
11p or 1q deletion,"{""value"": [{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""11q deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""11q deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}], ""__type"": ""COMPOSED"", ""__combineMode"": ""OR""}","{""OR"": [{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""11q deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}]}, {""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""11q deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}]}]}"
11q deletion,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""11q deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""11q deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}]}"
Stage 4 Lung Present,"{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Lung""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""IN"": {""tumor_site"": [""Lung""]}}, {""IN"": {""tumor_state"": [""Present""]}}], ""path"": ""tumor_assessments""}}]}"
Stage 4 Skin Present,"{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Skin""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""IN"": {""tumor_site"": [""Skin""]}}, {""IN"": {""tumor_state"": [""Present""]}}], ""path"": ""tumor_assessments""}}]}"
1p deletion,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""1p deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""1p deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}]}"
Neuroblastoma,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}]}"
MYCN Amplified,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""MYCN Amplification""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""MYCN Amplification""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}]}"
R2,"{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""studies.treatment_arm"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""R2""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""treatment_arm"": [""R2""]}}], ""path"": ""studies""}}]}"
ARST0332,"{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INSTRuCT""]}, ""studies.study_id"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""ARST0332""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INSTRuCT""]}}, {""nested"": {""AND"": [{""IN"": {""study_id"": [""ARST0332""]}}], ""path"": ""studies""}}]}"
NBL 1p or 11q deletion,"{""value"": [{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""11q deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""11q deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}], ""__type"": ""COMPOSED"", ""__combineMode"": ""AND""}","{""AND"": [{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""11q deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}]}, {""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""11q deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}]}]}"
11q del,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""11q deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""11q deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}]}"
1p del,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""1p deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""1p deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}]}"
11q,"{""value"": {""consortium"": {""__type"": ""OPTION"", ""selectedValues"": [""INRG""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""11q deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present"", ""Absent""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""11q deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present"", ""Absent""]}}], ""path"": ""molecular_analysis""}}]}"
